Fecha;Demanda (MW)
2009-08-16 21;29820.33
2009-08-16 22;29624.16
2009-08-16 23;27698.83
2009-08-17 00;25650.0
2009-08-17 01;23744.0
2009-08-17 02;22420.83
2009-08-17 03;21776.66
2009-08-17 04;21493.0
2009-08-17 05;21913.5
2009-08-17 06;23828.66
2009-08-17 07;25573.66
2009-08-17 08;28561.16
2009-08-17 09;31134.0
2009-08-17 10;32982.0
2009-08-17 11;34333.0
2009-08-17 12;35562.83
2009-08-17 13;35962.0
2009-08-17 14;35136.0
2009-08-17 15;34257.5
2009-08-17 16;33929.5
2009-08-17 17;33677.5
2009-08-17 18;33112.5
2009-08-17 19;32338.0
2009-08-17 20;32331.0
2009-08-17 21;34206.66
2009-08-17 22;32388.5
2009-08-17 23;29685.33
2009-08-18 00;27521.16
2009-08-18 01;25120.33
2009-08-18 02;23765.5
2009-08-18 03;23110.83
2009-08-18 04;22901.66
2009-08-18 05;23237.66
2009-08-18 06;24928.16
2009-08-18 07;26832.16
2009-08-18 08;29686.83
2009-08-18 09;32299.0
2009-08-18 10;34195.33
2009-08-18 11;35346.66
2009-08-18 12;36330.66
2009-08-18 13;36609.5
2009-08-18 14;35637.5
2009-08-18 15;34714.83
2009-08-18 16;34229.16
2009-08-18 17;33948.16
2009-08-18 18;33244.16
2009-08-18 19;32596.5
2009-08-18 20;32765.5
2009-08-18 21;34239.5
2009-08-18 22;32398.66
2009-08-18 23;29707.16
2009-08-19 00;27684.83
2009-08-19 01;25391.33
2009-08-19 02;24247.66
2009-08-19 03;23523.33
2009-08-19 04;23205.83
2009-08-19 05;23479.16
2009-08-19 06;25059.66
2009-08-19 07;26837.16
2009-08-19 08;29500.16
2009-08-19 09;32079.16
2009-08-19 10;33876.33
2009-08-19 11;35040.16
2009-08-19 12;35961.5
2009-08-19 13;36427.5
2009-08-19 14;35462.5
2009-08-19 15;34703.83
2009-08-19 16;34282.33
2009-08-19 17;33871.5
2009-08-19 18;33228.33
2009-08-19 19;32613.16
2009-08-19 20;32772.0
2009-08-19 21;34153.66
2009-08-19 22;32570.83
2009-08-19 23;30202.66
2009-08-20 00;28266.0
2009-08-20 01;25815.16
2009-08-20 02;24173.83
2009-08-20 03;23445.83
2009-08-20 04;23123.16
2009-08-20 05;23461.83
2009-08-20 06;25140.83
2009-08-20 07;26894.33
2009-08-20 08;29438.66
2009-08-20 09;32094.83
2009-08-20 10;33809.0
2009-08-20 11;35018.83
2009-08-20 12;36112.16
2009-08-20 13;36320.83
2009-08-20 14;35270.16
2009-08-20 15;34322.0
2009-08-20 16;34051.66
2009-08-20 17;33755.16
2009-08-20 18;33075.5
2009-08-20 19;32484.83
2009-08-20 20;32724.83
2009-08-20 21;34111.66
2009-08-20 22;32000.83
2009-08-20 23;29381.0
2009-08-21 00;27580.5
2009-08-21 01;25342.5
2009-08-21 02;23895.83
2009-08-21 03;22994.83
2009-08-21 04;22668.66
2009-08-21 05;22995.66
2009-08-21 06;24753.16
2009-08-21 07;26559.33
2009-08-21 08;29110.83
2009-08-21 09;31493.33
2009-08-21 10;33200.16
2009-08-21 11;34487.66
2009-08-21 12;35629.66
2009-08-21 13;36319.83
2009-08-21 14;35164.83
2009-08-21 15;34099.16
2009-08-21 16;33763.33
2009-08-21 17;33369.83
2009-08-21 18;32939.83
2009-08-21 19;32250.5
2009-08-21 20;32328.5
2009-08-21 21;33497.16
2009-08-21 22;31681.83
2009-08-21 23;29511.0
2009-08-22 00;27950.66
2009-08-22 01;25708.5
2009-08-22 02;24180.33
2009-08-22 03;23209.0
2009-08-22 04;22667.0
2009-08-22 05;22412.0
2009-08-22 06;22683.5
2009-08-22 07;22983.66
2009-08-22 08;24401.66
2009-08-22 09;26566.66
2009-08-22 10;28753.16
2009-08-22 11;29855.66
2009-08-22 12;30862.83
2009-08-22 13;31199.83
2009-08-22 14;30871.16
2009-08-22 15;29829.33
2009-08-22 16;29063.66
2009-08-22 17;28646.33
2009-08-22 18;28438.16
2009-08-22 19;28567.83
2009-08-22 20;29560.0
2009-08-22 21;31430.0
2009-08-22 22;29807.16
2009-08-22 23;27886.33
2009-08-23 00;26357.5
2009-08-23 01;24339.5
2009-08-23 02;22799.66
2009-08-23 03;21854.5
2009-08-23 04;21462.5
2009-08-23 05;21176.83
2009-08-23 06;21350.5
2009-08-23 07;20761.16
2009-08-23 08;21480.0
2009-08-23 09;22859.66
2009-08-23 10;24427.83
2009-08-23 11;25494.66
2009-08-23 12;26547.16
2009-08-23 13;27438.16
2009-08-23 14;27621.0
2009-08-23 15;26950.33
2009-08-23 16;26347.0
2009-08-23 17;25865.0
2009-08-23 18;25637.66
2009-08-23 19;26004.5
2009-08-23 20;27407.33
2009-08-23 21;30364.0
2009-08-23 22;30055.0
2009-08-23 23;28286.16
2009-08-24 00;26413.83
2009-08-24 01;24236.5
2009-08-24 02;22939.66
2009-08-24 03;22250.66
2009-08-24 04;21936.83
2009-08-24 05;22328.33
2009-08-24 06;24661.0
2009-08-24 07;28167.5
2009-08-24 08;32907.66
2009-08-24 09;34822.16
2009-08-24 10;35716.5
2009-08-24 11;36574.83
2009-08-24 12;36638.16
2009-08-24 13;35587.33
2009-08-24 14;34826.0
2009-08-24 15;34540.83
2009-08-24 16;34323.66
2009-08-24 17;33372.16
2009-08-24 18;32489.33
2009-08-24 19;33281.16
2009-08-24 20;33992.33
2009-08-24 21;31435.33
2009-08-24 22;28920.83
2009-08-24 23;26401.0
2009-08-25 00;27544.83
2009-08-25 01;25277.83
2009-08-25 02;23951.16
2009-08-25 03;23511.33
2009-08-25 04;23387.16
2009-08-25 05;23523.5
2009-08-25 06;25385.5
2009-08-25 07;27468.5
2009-08-25 08;30552.5
2009-08-25 09;32953.33
2009-08-25 10;34412.66
2009-08-25 11;35316.16
2009-08-25 12;36312.5
2009-08-25 13;36150.33
2009-08-25 14;34536.83
2009-08-25 15;33275.66
2009-08-25 16;33024.16
2009-08-25 17;32696.66
2009-08-25 18;32113.66
2009-08-25 19;31581.0
2009-08-25 20;32170.5
2009-08-25 21;33534.16
2009-08-25 22;31147.83
2009-08-25 23;28631.0
2009-08-26 00;26847.0
2009-08-26 01;24661.83
2009-08-26 02;23420.5
2009-08-26 03;22792.33
2009-08-26 04;22655.16
2009-08-26 05;23143.66
2009-08-26 06;25372.5
2009-08-26 07;27633.83
2009-08-26 08;30311.5
2009-08-26 09;32818.83
2009-08-26 10;34482.33
2009-08-26 11;35418.5
2009-08-26 12;36266.83
2009-08-26 13;36198.16
2009-08-26 14;34888.33
2009-08-26 15;33649.83
2009-08-26 16;33443.16
2009-08-26 17;33185.16
2009-08-26 18;32821.66
2009-08-26 19;32369.5
2009-08-26 20;32992.33
2009-08-26 21;34385.0
2009-08-26 22;31995.83
2009-08-26 23;29247.16
2009-08-27 00;27386.5
2009-08-27 01;25323.0
2009-08-27 02;24018.33
2009-08-27 03;23480.66
2009-08-27 04;23208.5
2009-08-27 05;23666.66
2009-08-27 06;25957.83
2009-08-27 07;28109.16
2009-08-27 08;30801.66
2009-08-27 09;33308.5
2009-08-27 10;35143.0
2009-08-27 11;36168.5
2009-08-27 12;37171.5
2009-08-27 13;37087.16
2009-08-27 14;35688.5
2009-08-27 15;34866.83
2009-08-27 16;34736.66
2009-08-27 17;34465.16
2009-08-27 18;33936.66
2009-08-27 19;33407.16
2009-08-27 20;34107.0
2009-08-27 21;35605.5
2009-08-27 22;32776.5
2009-08-27 23;30062.66
2009-08-28 00;28071.16
2009-08-28 01;25583.66
2009-08-28 02;24139.16
2009-08-28 03;23378.33
2009-08-28 04;23193.5
2009-08-28 05;23571.5
2009-08-28 06;25504.5
2009-08-28 07;27721.5
2009-08-28 08;30490.66
2009-08-28 09;33086.83
2009-08-28 10;34988.66
2009-08-28 11;36096.0
2009-08-28 12;37084.0
2009-08-28 13;36891.16
2009-08-28 14;35305.33
2009-08-28 15;34290.0
2009-08-28 16;33776.66
2009-08-28 17;33440.66
2009-08-28 18;32780.33
2009-08-28 19;32394.83
2009-08-28 20;33079.0
2009-08-28 21;33965.5
2009-08-28 22;31475.0
2009-08-28 23;29179.5
2009-08-29 00;27528.83
2009-08-29 01;25319.16
2009-08-29 02;23606.16
2009-08-29 03;22648.83
2009-08-29 04;22101.0
2009-08-29 05;21833.66
2009-08-29 06;22210.0
2009-08-29 07;22377.16
2009-08-29 08;23525.0
2009-08-29 09;25842.83
2009-08-29 10;27912.0
2009-08-29 11;28912.83
2009-08-29 12;29745.83
2009-08-29 13;30258.33
2009-08-29 14;29571.83
2009-08-29 15;28684.5
2009-08-29 16;27866.33
2009-08-29 17;27506.66
2009-08-29 18;27439.33
2009-08-29 19;27733.33
2009-08-29 20;29290.83
2009-08-29 21;31000.33
2009-08-29 22;29172.33
2009-08-29 23;27289.16
2009-08-30 00;25711.66
2009-08-30 01;23884.33
2009-08-30 02;22249.5
2009-08-30 03;21471.16
2009-08-30 04;20912.66
2009-08-30 05;20696.33
2009-08-30 06;20891.83
2009-08-30 07;20652.0
2009-08-30 08;21188.33
2009-08-30 09;22624.66
2009-08-30 10;24376.66
2009-08-30 11;25609.33
2009-08-30 12;26660.66
2009-08-30 13;27526.33
2009-08-30 14;27731.0
2009-08-30 15;26891.66
2009-08-30 16;26374.0
2009-08-30 17;26009.33
2009-08-30 18;25887.66
2009-08-30 19;26340.83
2009-08-30 20;28250.5
2009-08-30 21;30919.16
2009-08-30 22;30327.83
2009-08-30 23;28132.16
2009-08-31 00;26334.33
2009-08-31 01;23940.33
2009-08-31 02;22573.0
2009-08-31 03;21923.0
2009-08-31 04;21732.16
2009-08-31 05;22476.5
2009-08-31 06;25135.16
2009-08-31 07;28050.66
2009-08-31 08;31265.5
2009-08-31 09;34084.16
2009-08-31 10;36155.66
2009-08-31 11;37435.66
2009-08-31 12;38566.66
2009-08-31 13;38586.5
2009-08-31 14;37616.33
2009-08-31 15;37154.16
2009-08-31 16;36834.5
2009-08-31 17;36807.0
2009-08-31 18;36098.66
2009-08-31 19;35225.83
2009-08-31 20;35628.5
2009-08-31 21;36534.33
2009-08-31 22;33885.5
2009-08-31 23;30923.83
2009-09-01 00;28812.5
2009-09-01 01;26544.83
2009-09-01 02;25185.0
2009-09-01 03;24575.0
2009-09-01 04;24348.33
2009-09-01 05;24937.33
2009-09-01 06;27493.83
2009-09-01 07;30804.66
2009-09-01 08;34013.33
2009-09-01 09;36519.5
2009-09-01 10;38341.5
2009-09-01 11;39261.83
2009-09-01 12;40074.0
2009-09-01 13;39752.33
2009-09-01 14;38459.0
2009-09-01 15;37984.33
2009-09-01 16;37875.5
2009-09-01 17;37523.66
2009-09-01 18;36288.83
2009-09-01 19;35279.33
2009-09-01 20;35816.33
2009-09-01 21;36463.16
2009-09-01 22;33403.33
2009-09-01 23;30517.16
2009-09-02 00;28648.5
2009-09-02 01;26395.16
2009-09-02 02;25233.5
2009-09-02 03;24701.0
2009-09-02 04;24525.16
2009-09-02 05;25043.16
2009-09-02 06;27691.83
2009-09-02 07;30490.66
2009-09-02 08;33154.83
2009-09-02 09;35496.66
2009-09-02 10;37541.5
2009-09-02 11;38263.16
2009-09-02 12;39046.5
2009-09-02 13;38632.33
2009-09-02 14;37170.0
2009-09-02 15;36642.66
2009-09-02 16;36517.66
2009-09-02 17;36420.0
2009-09-02 18;35667.0
2009-09-02 19;34676.5
2009-09-02 20;35437.83
2009-09-02 21;35852.83
2009-09-02 22;33023.33
2009-09-02 23;30137.5
2009-09-03 00;28182.16
2009-09-03 01;26085.83
2009-09-03 02;24891.33
2009-09-03 03;24122.16
2009-09-03 04;24050.83
2009-09-03 05;24489.16
2009-09-03 06;27271.83
2009-09-03 07;29803.66
2009-09-03 08;32630.66
2009-09-03 09;34786.33
2009-09-03 10;36707.5
2009-09-03 11;37587.5
2009-09-03 12;38461.66
2009-09-03 13;38236.16
2009-09-03 14;36880.66
2009-09-03 15;36220.33
2009-09-03 16;36121.5
2009-09-03 17;35973.83
2009-09-03 18;35153.33
2009-09-03 19;34599.16
2009-09-03 20;35466.83
2009-09-03 21;36051.5
2009-09-03 22;33017.16
2009-09-03 23;30252.83
2009-09-04 00;28510.83
2009-09-04 01;26297.16
2009-09-04 02;24967.16
2009-09-04 03;24557.5
2009-09-04 04;24346.66
2009-09-04 05;24903.66
2009-09-04 06;27454.83
2009-09-04 07;30358.33
2009-09-04 08;32802.33
2009-09-04 09;35172.66
2009-09-04 10;37040.33
2009-09-04 11;38195.16
2009-09-04 12;39105.16
2009-09-04 13;38798.66
2009-09-04 14;36833.0
2009-09-04 15;36004.33
2009-09-04 16;35860.5
2009-09-04 17;35643.5
2009-09-04 18;34805.66
2009-09-04 19;34060.0
2009-09-04 20;34668.83
2009-09-04 21;34863.5
2009-09-04 22;32040.16
2009-09-04 23;29810.83
2009-09-05 00;28386.83
2009-09-05 01;26392.33
2009-09-05 02;24642.33
2009-09-05 03;23817.66
2009-09-05 04;23210.0
2009-09-05 05;22938.33
2009-09-05 06;23286.66
2009-09-05 07;23760.5
2009-09-05 08;24808.5
2009-09-05 09;27053.0
2009-09-05 10;28983.83
2009-09-05 11;29703.0
2009-09-05 12;30148.66
2009-09-05 13;30377.5
2009-09-05 14;29441.5
2009-09-05 15;28484.83
2009-09-05 16;27769.16
2009-09-05 17;27399.0
2009-09-05 18;27385.33
2009-09-05 19;27721.33
2009-09-05 20;29698.0
2009-09-05 21;30858.66
2009-09-05 22;28946.83
2009-09-05 23;27070.0
2009-09-06 00;25441.5
2009-09-06 01;24055.16
2009-09-06 02;22624.83
2009-09-06 03;21985.33
2009-09-06 04;21560.16
2009-09-06 05;21387.5
2009-09-06 06;21421.16
2009-09-06 07;21264.16
2009-09-06 08;21554.66
2009-09-06 09;22905.33
2009-09-06 10;24301.5
2009-09-06 11;25595.5
2009-09-06 12;26199.83
2009-09-06 13;26996.66
2009-09-06 14;26891.33
2009-09-06 15;26009.66
2009-09-06 16;25463.33
2009-09-06 17;25049.5
2009-09-06 18;25111.5
2009-09-06 19;25797.0
2009-09-06 20;28458.83
2009-09-06 21;30691.5
2009-09-06 22;29398.83
2009-09-06 23;27277.66
2009-09-07 00;25403.0
2009-09-07 01;23529.66
2009-09-07 02;22341.0
2009-09-07 03;22022.16
2009-09-07 04;22087.5
2009-09-07 05;22838.66
2009-09-07 06;25784.5
2009-09-07 07;28844.0
2009-09-07 08;31550.33
2009-09-07 09;33894.66
2009-09-07 10;35491.5
2009-09-07 11;36548.33
2009-09-07 12;37002.0
2009-09-07 13;36715.33
2009-09-07 14;35418.16
2009-09-07 15;35043.16
2009-09-07 16;35232.33
2009-09-07 17;35248.66
2009-09-07 18;34358.33
2009-09-07 19;33753.33
2009-09-07 20;34781.66
2009-09-07 21;34721.5
2009-09-07 22;31786.16
2009-09-07 23;29187.5
2009-09-08 00;27490.33
2009-09-08 01;25552.5
2009-09-08 02;24296.33
2009-09-08 03;23886.0
2009-09-08 04;23602.33
2009-09-08 05;24053.5
2009-09-08 06;26325.33
2009-09-08 07;29140.5
2009-09-08 08;31384.5
2009-09-08 09;33412.5
2009-09-08 10;35267.5
2009-09-08 11;36337.33
2009-09-08 12;36966.33
2009-09-08 13;36659.33
2009-09-08 14;35316.33
2009-09-08 15;35023.83
2009-09-08 16;35026.33
2009-09-08 17;34850.66
2009-09-08 18;34083.83
2009-09-08 19;33491.16
2009-09-08 20;34665.66
2009-09-08 21;34761.66
2009-09-08 22;31717.83
2009-09-08 23;29144.83
2009-09-09 00;27510.83
2009-09-09 01;25493.0
2009-09-09 02;24413.83
2009-09-09 03;23918.16
2009-09-09 04;23817.0
2009-09-09 05;24334.83
2009-09-09 06;26884.83
2009-09-09 07;30110.33
2009-09-09 08;32502.0
2009-09-09 09;34445.66
2009-09-09 10;35942.66
2009-09-09 11;36951.83
2009-09-09 12;37654.66
2009-09-09 13;37166.33
2009-09-09 14;35683.66
2009-09-09 15;35340.5
2009-09-09 16;35434.16
2009-09-09 17;35563.83
2009-09-09 18;34684.83
2009-09-09 19;34065.5
2009-09-09 20;35490.83
2009-09-09 21;35306.83
2009-09-09 22;32304.66
2009-09-09 23;29422.5
2009-09-10 00;27610.33
2009-09-10 01;25627.83
2009-09-10 02;24460.66
2009-09-10 03;23991.16
2009-09-10 04;23868.5
2009-09-10 05;24418.66
2009-09-10 06;27022.16
2009-09-10 07;30081.83
2009-09-10 08;32432.33
2009-09-10 09;34194.16
2009-09-10 10;35793.16
2009-09-10 11;36737.83
2009-09-10 12;37605.33
2009-09-10 13;37219.0
2009-09-10 14;35675.66
2009-09-10 15;35263.16
2009-09-10 16;35274.5
2009-09-10 17;35487.5
2009-09-10 18;34575.16
2009-09-10 19;33885.5
2009-09-10 20;35343.66
2009-09-10 21;34980.5
2009-09-10 22;31836.83
2009-09-10 23;29122.0
2009-09-11 00;27363.33
2009-09-11 01;25415.33
2009-09-11 02;24275.83
2009-09-11 03;23786.0
2009-09-11 04;23609.0
2009-09-11 05;23856.5
2009-09-11 06;25859.66
2009-09-11 07;28373.5
2009-09-11 08;30309.16
2009-09-11 09;31758.0
2009-09-11 10;33356.0
2009-09-11 11;34238.5
2009-09-11 12;34806.0
2009-09-11 13;34414.33
2009-09-11 14;32630.66
2009-09-11 15;31853.5
2009-09-11 16;31784.16
2009-09-11 17;31711.66
2009-09-11 18;31081.33
2009-09-11 19;30956.33
2009-09-11 20;32784.0
2009-09-11 21;32650.16
2009-09-11 22;30201.5
2009-09-11 23;27998.0
2009-09-12 00;26860.33
2009-09-12 01;24961.16
2009-09-12 02;23633.16
2009-09-12 03;22686.33
2009-09-12 04;22201.83
2009-09-12 05;22090.66
2009-09-12 06;22716.83
2009-09-12 07;23426.16
2009-09-12 08;24593.83
2009-09-12 09;27105.83
2009-09-12 10;29023.0
2009-09-12 11;29871.0
2009-09-12 12;30083.16
2009-09-12 13;30133.5
2009-09-12 14;28967.0
2009-09-12 15;28031.83
2009-09-12 16;27226.5
2009-09-12 17;26892.16
2009-09-12 18;26961.33
2009-09-12 19;27379.66
2009-09-12 20;30024.66
2009-09-12 21;30419.33
2009-09-12 22;28276.5
2009-09-12 23;26443.0
2009-09-13 00;25055.5
2009-09-13 01;23324.33
2009-09-13 02;22021.33
2009-09-13 03;21498.33
2009-09-13 04;21027.16
2009-09-13 05;21012.16
2009-09-13 06;21347.16
2009-09-13 07;21373.0
2009-09-13 08;21420.33
2009-09-13 09;23097.0
2009-09-13 10;24458.83
2009-09-13 11;25376.33
2009-09-13 12;25801.0
2009-09-13 13;26328.0
2009-09-13 14;25799.0
2009-09-13 15;24736.5
2009-09-13 16;23810.16
2009-09-13 17;23426.5
2009-09-13 18;23546.5
2009-09-13 19;24444.33
2009-09-13 20;28074.66
2009-09-13 21;29443.33
2009-09-13 22;27754.66
2009-09-13 23;25439.5
2009-09-14 00;23842.33
2009-09-14 01;22242.66
2009-09-14 02;21219.33
2009-09-14 03;20837.5
2009-09-14 04;20899.66
2009-09-14 05;21680.66
2009-09-14 06;24977.83
2009-09-14 07;28852.5
2009-09-14 08;31113.0
2009-09-14 09;32976.16
2009-09-14 10;34028.16
2009-09-14 11;34463.5
2009-09-14 12;34609.66
2009-09-14 13;34018.0
2009-09-14 14;32264.33
2009-09-14 15;31960.16
2009-09-14 16;32114.5
2009-09-14 17;31910.5
2009-09-14 18;31336.16
2009-09-14 19;31492.0
2009-09-14 20;33642.16
2009-09-14 21;32886.5
2009-09-14 22;29502.5
2009-09-14 23;27016.83
2009-09-15 00;25569.66
2009-09-15 01;23772.33
2009-09-15 02;23041.33
2009-09-15 03;22611.0
2009-09-15 04;22685.66
2009-09-15 05;23288.33
2009-09-15 06;25758.5
2009-09-15 07;29377.33
2009-09-15 08;31545.66
2009-09-15 09;32689.33
2009-09-15 10;33660.16
2009-09-15 11;34008.16
2009-09-15 12;34227.16
2009-09-15 13;33306.33
2009-09-15 14;31696.33
2009-09-15 15;31078.83
2009-09-15 16;31043.66
2009-09-15 17;31331.83
2009-09-15 18;30881.83
2009-09-15 19;31113.5
2009-09-15 20;33505.0
2009-09-15 21;32755.33
2009-09-15 22;29564.16
2009-09-15 23;26792.66
2009-09-16 00;25162.16
2009-09-16 01;23708.16
2009-09-16 02;22805.0
2009-09-16 03;22520.83
2009-09-16 04;22510.83
2009-09-16 05;23097.16
2009-09-16 06;25544.5
2009-09-16 07;29157.83
2009-09-16 08;30815.0
2009-09-16 09;32109.0
2009-09-16 10;33093.0
2009-09-16 11;33597.33
2009-09-16 12;33819.16
2009-09-16 13;33346.66
2009-09-16 14;31911.16
2009-09-16 15;31463.16
2009-09-16 16;31385.0
2009-09-16 17;31288.83
2009-09-16 18;30922.66
2009-09-16 19;31027.83
2009-09-16 20;33435.5
2009-09-16 21;32661.83
2009-09-16 22;29396.16
2009-09-16 23;26479.66
2009-09-17 00;24910.33
2009-09-17 01;23309.0
2009-09-17 02;22630.83
2009-09-17 03;22244.16
2009-09-17 04;22255.83
2009-09-17 05;22795.16
2009-09-17 06;25312.5
2009-09-17 07;28928.5
2009-09-17 08;30920.16
2009-09-17 09;32327.16
2009-09-17 10;33176.66
2009-09-17 11;33294.83
2009-09-17 12;33634.83
2009-09-17 13;32963.66
2009-09-17 14;31300.66
2009-09-17 15;30741.5
2009-09-17 16;30898.16
2009-09-17 17;30954.83
2009-09-17 18;30776.83
2009-09-17 19;30963.5
2009-09-17 20;33551.0
2009-09-17 21;32855.0
2009-09-17 22;29681.66
2009-09-17 23;26723.16
2009-09-18 00;25046.66
2009-09-18 01;23336.66
2009-09-18 02;22548.5
2009-09-18 03;22288.66
2009-09-18 04;22215.66
2009-09-18 05;22727.0
2009-09-18 06;25326.16
2009-09-18 07;29221.83
2009-09-18 08;30897.0
2009-09-18 09;31954.33
2009-09-18 10;32804.0
2009-09-18 11;33082.33
2009-09-18 12;33475.83
2009-09-18 13;32828.0
2009-09-18 14;31206.83
2009-09-18 15;30478.16
2009-09-18 16;30172.33
2009-09-18 17;30210.66
2009-09-18 18;29925.33
2009-09-18 19;30001.66
2009-09-18 20;32439.0
2009-09-18 21;31486.33
2009-09-18 22;28711.5
2009-09-18 23;26564.0
2009-09-19 00;25219.66
2009-09-19 01;23239.5
2009-09-19 02;22063.5
2009-09-19 03;21414.83
2009-09-19 04;20982.33
2009-09-19 05;20824.83
2009-09-19 06;21391.16
2009-09-19 07;22352.5
2009-09-19 08;23482.5
2009-09-19 09;25721.0
2009-09-19 10;27451.83
2009-09-19 11;27739.5
2009-09-19 12;28020.83
2009-09-19 13;28016.33
2009-09-19 14;26639.5
2009-09-19 15;25522.66
2009-09-19 16;24760.5
2009-09-19 17;24684.16
2009-09-19 18;25046.83
2009-09-19 19;26010.0
2009-09-19 20;29173.33
2009-09-19 21;29433.0
2009-09-19 22;27284.16
2009-09-19 23;25517.83
2009-09-20 00;24118.5
2009-09-20 01;22403.5
2009-09-20 02;21181.33
2009-09-20 03;20433.83
2009-09-20 04;20056.66
2009-09-20 05;20052.33
2009-09-20 06;20398.83
2009-09-20 07;20542.33
2009-09-20 08;20779.16
2009-09-20 09;22535.0
2009-09-20 10;23884.66
2009-09-20 11;24664.83
2009-09-20 12;24883.5
2009-09-20 13;25111.5
2009-09-20 14;24425.66
2009-09-20 15;23180.16
2009-09-20 16;22337.5
2009-09-20 17;22072.83
2009-09-20 18;22434.83
2009-09-20 19;23809.33
2009-09-20 20;27651.83
2009-09-20 21;28602.0
2009-09-20 22;26820.66
2009-09-20 23;24617.5
2009-09-21 00;22806.5
2009-09-21 01;21280.33
2009-09-21 02;20360.0
2009-09-21 03;20244.83
2009-09-21 04;20292.33
2009-09-21 05;21297.66
2009-09-21 06;24451.66
2009-09-21 07;28307.83
2009-09-21 08;30123.16
2009-09-21 09;31190.16
2009-09-21 10;32187.16
2009-09-21 11;32660.66
2009-09-21 12;32967.33
2009-09-21 13;32374.66
2009-09-21 14;30798.5
2009-09-21 15;30380.83
2009-09-21 16;30415.16
2009-09-21 17;30140.5
2009-09-21 18;29875.33
2009-09-21 19;30650.0
2009-09-21 20;33497.83
2009-09-21 21;32431.16
2009-09-21 22;29030.16
2009-09-21 23;26267.33
2009-09-22 00;24529.0
2009-09-22 01;22831.83
2009-09-22 02;22053.66
2009-09-22 03;21690.33
2009-09-22 04;21755.83
2009-09-22 05;22432.66
2009-09-22 06;25341.66
2009-09-22 07;29252.83
2009-09-22 08;31014.0
2009-09-22 09;32056.16
2009-09-22 10;33017.16
2009-09-22 11;33583.0
2009-09-22 12;33974.16
2009-09-22 13;33194.66
2009-09-22 14;31609.33
2009-09-22 15;31414.0
2009-09-22 16;31376.66
2009-09-22 17;31219.83
2009-09-22 18;30705.0
2009-09-22 19;31259.83
2009-09-22 20;33923.0
2009-09-22 21;32641.5
2009-09-22 22;29416.83
2009-09-22 23;26625.0
2009-09-23 00;24871.0
2009-09-23 01;23049.0
2009-09-23 02;22327.0
2009-09-23 03;21973.66
2009-09-23 04;22007.66
2009-09-23 05;22621.16
2009-09-23 06;25336.16
2009-09-23 07;29241.16
2009-09-23 08;31099.5
2009-09-23 09;32153.16
2009-09-23 10;33096.33
2009-09-23 11;33713.16
2009-09-23 12;33986.33
2009-09-23 13;33373.66
2009-09-23 14;31785.0
2009-09-23 15;31473.83
2009-09-23 16;31551.33
2009-09-23 17;31475.16
2009-09-23 18;30957.5
2009-09-23 19;31573.0
2009-09-23 20;34076.0
2009-09-23 21;32812.16
2009-09-23 22;29546.0
2009-09-23 23;26825.83
2009-09-24 00;25179.0
2009-09-24 01;23337.16
2009-09-24 02;22432.66
2009-09-24 03;22096.0
2009-09-24 04;22052.66
2009-09-24 05;22553.33
2009-09-24 06;25050.83
2009-09-24 07;28960.0
2009-09-24 08;30712.83
2009-09-24 09;31647.33
2009-09-24 10;32603.0
2009-09-24 11;33249.83
2009-09-24 12;33650.83
2009-09-24 13;32946.83
2009-09-24 14;31344.0
2009-09-24 15;30919.83
2009-09-24 16;30998.66
2009-09-24 17;30962.83
2009-09-24 18;30692.33
2009-09-24 19;31375.0
2009-09-24 20;34159.16
2009-09-24 21;33115.83
2009-09-24 22;29821.83
2009-09-24 23;27071.66
2009-09-25 00;25492.66
2009-09-25 01;23730.5
2009-09-25 02;22848.33
2009-09-25 03;22413.66
2009-09-25 04;22262.83
2009-09-25 05;22814.66
2009-09-25 06;25458.16
2009-09-25 07;29387.0
2009-09-25 08;31075.83
2009-09-25 09;31990.5
2009-09-25 10;32850.66
2009-09-25 11;33465.5
2009-09-25 12;34039.0
2009-09-25 13;33423.0
2009-09-25 14;31884.83
2009-09-25 15;31002.0
2009-09-25 16;30799.5
2009-09-25 17;30785.5
2009-09-25 18;30409.66
2009-09-25 19;31075.83
2009-09-25 20;33581.5
2009-09-25 21;32282.83
2009-09-25 22;29226.5
2009-09-25 23;26868.83
2009-09-26 00;25625.16
2009-09-26 01;23772.0
2009-09-26 02;22279.33
2009-09-26 03;21844.66
2009-09-26 04;21276.5
2009-09-26 05;20983.33
2009-09-26 06;21480.33
2009-09-26 07;22592.0
2009-09-26 08;23795.33
2009-09-26 09;26126.83
2009-09-26 10;27898.33
2009-09-26 11;28229.5
2009-09-26 12;28389.83
2009-09-26 13;28185.83
2009-09-26 14;26746.16
2009-09-26 15;25585.0
2009-09-26 16;24897.33
2009-09-26 17;24691.83
2009-09-26 18;24929.83
2009-09-26 19;26219.16
2009-09-26 20;29134.66
2009-09-26 21;29018.83
2009-09-26 22;26705.0
2009-09-26 23;25000.83
2009-09-27 00;23523.0
2009-09-27 01;21928.5
2009-09-27 02;20688.0
2009-09-27 03;19895.16
2009-09-27 04;19547.66
2009-09-27 05;19458.66
2009-09-27 06;19887.5
2009-09-27 07;20271.5
2009-09-27 08;20695.83
2009-09-27 09;22032.0
2009-09-27 10;23258.66
2009-09-27 11;24086.66
