Fecha;Demanda (MW)
2014-07-29 07;26591.83
2014-07-29 08;28450.83
2014-07-29 09;30740.0
2014-07-29 10;32373.0
2014-07-29 11;32948.33
2014-07-29 12;33493.66
2014-07-29 13;33763.5
2014-07-29 14;32772.16
2014-07-29 15;31749.5
2014-07-29 16;31556.5
2014-07-29 17;31613.0
2014-07-29 18;31357.0
2014-07-29 19;30975.33
2014-07-29 20;30428.66
2014-07-29 21;30584.33
2014-07-29 22;30365.33
2014-07-29 23;28136.5
2014-07-30 00;26742.33
2014-07-30 01;25055.0
2014-07-30 02;23917.0
2014-07-30 03;23218.33
2014-07-30 04;22920.0
2014-07-30 05;23081.16
2014-07-30 06;24612.66
2014-07-30 07;26144.66
2014-07-30 08;28097.0
2014-07-30 09;30284.5
2014-07-30 10;31914.16
2014-07-30 11;32533.66
2014-07-30 12;33168.0
2014-07-30 13;33656.0
2014-07-30 14;32782.0
2014-07-30 15;31963.0
2014-07-30 16;31892.16
2014-07-30 17;31892.0
2014-07-30 18;31591.83
2014-07-30 19;31236.16
2014-07-30 20;30597.0
2014-07-30 21;30696.33
2014-07-30 22;30593.33
2014-07-30 23;28248.83
2014-07-31 00;26828.66
2014-07-31 01;25017.83
2014-07-31 02;23727.16
2014-07-31 03;22924.66
2014-07-31 04;22682.83
2014-07-31 05;22803.5
2014-07-31 06;24094.66
2014-07-31 07;25619.0
2014-07-31 08;27631.83
2014-07-31 09;29991.83
2014-07-31 10;31626.83
2014-07-31 11;32370.16
2014-07-31 12;33020.0
2014-07-31 13;33422.33
2014-07-31 14;32644.83
2014-07-31 15;31794.66
2014-07-31 16;31702.16
2014-07-31 17;31855.33
2014-07-31 18;31705.5
2014-07-31 19;31284.0
2014-07-31 20;30843.0
2014-07-31 21;30751.0
2014-07-31 22;30543.83
2014-07-31 23;28249.5
2014-08-01 00;26804.33
2014-08-01 01;25042.66
2014-08-01 02;23736.5
2014-08-01 03;23169.66
2014-08-01 04;22749.83
2014-08-01 05;22911.66
2014-08-01 06;24429.16
2014-08-01 07;25977.0
2014-08-01 08;28256.33
2014-08-01 09;30667.5
2014-08-01 10;32162.33
2014-08-01 11;33016.83
2014-08-01 12;33613.83
2014-08-01 13;34010.16
2014-08-01 14;33023.33
2014-08-01 15;31823.5
2014-08-01 16;31275.83
2014-08-01 17;31293.66
2014-08-01 18;31162.66
2014-08-01 19;30576.5
2014-08-01 20;30126.16
2014-08-01 21;30338.0
2014-08-01 22;29969.33
2014-08-01 23;27922.33
2014-08-02 00;26452.5
2014-08-02 01;24692.16
2014-08-02 02;23446.5
2014-08-02 03;22652.0
2014-08-02 04;22088.16
2014-08-02 05;21907.5
2014-08-02 06;22107.83
2014-08-02 07;22122.5
2014-08-02 08;23328.16
2014-08-02 09;25283.0
2014-08-02 10;27191.33
2014-08-02 11;27974.16
2014-08-02 12;28299.0
2014-08-02 13;28595.66
2014-08-02 14;28182.16
2014-08-02 15;27023.66
2014-08-02 16;26204.16
2014-08-02 17;25913.33
2014-08-02 18;25899.0
2014-08-02 19;26096.5
2014-08-02 20;26376.66
2014-08-02 21;27287.16
2014-08-02 22;27669.83
2014-08-02 23;25881.0
2014-08-03 00;24239.0
2014-08-03 01;22709.33
2014-08-03 02;21627.83
2014-08-03 03;20908.33
2014-08-03 04;20446.16
2014-08-03 05;20246.33
2014-08-03 06;20337.66
2014-08-03 07;19857.0
2014-08-03 08;20309.16
2014-08-03 09;21921.66
2014-08-03 10;23457.66
2014-08-03 11;24432.66
2014-08-03 12;24805.16
2014-08-03 13;25359.66
2014-08-03 14;25547.5
2014-08-03 15;24702.83
2014-08-03 16;24137.16
2014-08-03 17;23930.0
2014-08-03 18;24065.0
2014-08-03 19;24420.83
2014-08-03 20;25052.33
2014-08-03 21;26237.16
2014-08-03 22;27534.33
2014-08-03 23;25930.33
2014-08-04 00;24313.83
2014-08-04 01;22609.33
2014-08-04 02;21575.33
2014-08-04 03;21018.66
2014-08-04 04;20783.83
2014-08-04 05;21041.5
2014-08-04 06;22610.33
2014-08-04 07;24242.0
2014-08-04 08;26493.0
2014-08-04 09;29072.83
2014-08-04 10;30848.83
2014-08-04 11;31726.66
2014-08-04 12;32165.66
2014-08-04 13;32750.5
2014-08-04 14;32088.33
2014-08-04 15;31126.33
2014-08-04 16;30879.0
2014-08-04 17;31086.66
2014-08-04 18;30793.0
2014-08-04 19;30312.0
2014-08-04 20;29907.83
2014-08-04 21;30617.0
2014-08-04 22;30100.0
2014-08-04 23;27903.83
2014-08-05 00;25853.66
2014-08-05 01;24251.33
2014-08-05 02;22907.33
2014-08-05 03;22329.0
2014-08-05 04;21979.16
2014-08-05 05;22106.66
2014-08-05 06;23494.0
2014-08-05 07;24902.16
2014-08-05 08;27297.0
2014-08-05 09;29542.66
2014-08-05 10;31125.5
2014-08-05 11;32096.16
2014-08-05 12;32791.16
2014-08-05 13;33309.16
2014-08-05 14;32467.83
2014-08-05 15;31384.33
2014-08-05 16;31184.16
2014-08-05 17;31251.83
2014-08-05 18;31173.0
2014-08-05 19;30778.16
2014-08-05 20;30374.5
2014-08-05 21;30807.33
2014-08-05 22;30657.16
2014-08-05 23;28345.0
2014-08-06 00;26436.16
2014-08-06 01;24566.83
2014-08-06 02;23117.83
2014-08-06 03;22520.0
2014-08-06 04;22328.16
2014-08-06 05;22481.5
2014-08-06 06;23771.5
2014-08-06 07;25211.0
2014-08-06 08;27424.0
2014-08-06 09;29831.83
2014-08-06 10;31451.0
2014-08-06 11;32321.83
2014-08-06 12;33065.5
2014-08-06 13;33793.33
2014-08-06 14;33152.33
2014-08-06 15;32142.5
2014-08-06 16;31946.66
2014-08-06 17;31893.66
2014-08-06 18;31680.33
2014-08-06 19;31050.33
2014-08-06 20;30781.5
2014-08-06 21;31337.5
2014-08-06 22;31023.66
2014-08-06 23;28674.33
2014-08-07 00;26837.0
2014-08-07 01;24895.33
2014-08-07 02;23753.83
2014-08-07 03;23059.16
2014-08-07 04;22767.83
2014-08-07 05;22844.16
2014-08-07 06;24231.16
2014-08-07 07;25560.16
2014-08-07 08;27738.5
2014-08-07 09;30305.0
2014-08-07 10;31884.5
2014-08-07 11;32842.5
2014-08-07 12;33710.5
2014-08-07 13;34194.16
2014-08-07 14;33442.33
2014-08-07 15;32611.83
2014-08-07 16;32511.0
2014-08-07 17;32457.5
2014-08-07 18;32184.16
2014-08-07 19;31552.0
2014-08-07 20;30908.66
2014-08-07 21;31531.16
2014-08-07 22;31250.83
2014-08-07 23;28962.0
2014-08-08 00;26926.33
2014-08-08 01;25026.0
2014-08-08 02;23753.16
2014-08-08 03;22946.66
2014-08-08 04;22661.5
2014-08-08 05;22777.5
2014-08-08 06;24103.66
2014-08-08 07;25625.33
2014-08-08 08;27818.83
2014-08-08 09;30221.16
2014-08-08 10;31910.66
2014-08-08 11;32958.66
2014-08-08 12;33751.83
2014-08-08 13;34462.66
2014-08-08 14;33816.33
2014-08-08 15;32672.66
2014-08-08 16;32369.16
2014-08-08 17;32216.16
2014-08-08 18;31821.83
2014-08-08 19;31315.66
2014-08-08 20;30718.5
2014-08-08 21;31133.5
2014-08-08 22;30562.33
2014-08-08 23;28341.16
2014-08-09 00;26687.33
2014-08-09 01;25058.66
2014-08-09 02;23801.33
2014-08-09 03;22868.33
2014-08-09 04;22399.66
2014-08-09 05;22236.66
2014-08-09 06;22382.83
2014-08-09 07;22390.33
2014-08-09 08;23368.83
2014-08-09 09;25513.5
2014-08-09 10;27406.33
2014-08-09 11;28481.83
2014-08-09 12;29050.0
2014-08-09 13;29655.83
2014-08-09 14;29558.66
2014-08-09 15;28752.33
2014-08-09 16;28151.0
2014-08-09 17;27876.33
2014-08-09 18;27782.5
2014-08-09 19;27721.33
2014-08-09 20;27769.16
2014-08-09 21;28813.0
2014-08-09 22;28708.66
2014-08-09 23;26825.83
2014-08-10 00;25388.5
2014-08-10 01;23653.0
2014-08-10 02;22476.0
2014-08-10 03;21647.83
2014-08-10 04;21005.16
2014-08-10 05;20763.5
2014-08-10 06;20907.66
2014-08-10 07;20351.0
2014-08-10 08;20741.16
2014-08-10 09;22214.83
2014-08-10 10;23569.83
2014-08-10 11;24641.83
2014-08-10 12;25356.5
2014-08-10 13;26098.0
2014-08-10 14;26580.66
2014-08-10 15;26103.66
2014-08-10 16;25650.0
2014-08-10 17;25317.5
2014-08-10 18;25334.5
2014-08-10 19;25427.83
2014-08-10 20;25764.83
2014-08-10 21;27553.5
2014-08-10 22;28426.66
2014-08-10 23;26795.66
2014-08-11 00;25110.5
2014-08-11 01;23284.66
2014-08-11 02;22045.5
2014-08-11 03;21365.33
2014-08-11 04;21140.33
2014-08-11 05;21397.16
2014-08-11 06;22813.0
2014-08-11 07;24255.5
2014-08-11 08;26401.16
2014-08-11 09;28839.83
2014-08-11 10;30614.83
2014-08-11 11;31622.83
2014-08-11 12;32428.83
2014-08-11 13;33157.83
2014-08-11 14;32837.83
2014-08-11 15;31852.83
2014-08-11 16;31498.0
2014-08-11 17;31357.33
2014-08-11 18;31055.66
2014-08-11 19;30489.16
2014-08-11 20;30058.66
2014-08-11 21;31040.16
2014-08-11 22;30709.0
2014-08-11 23;28430.5
2014-08-12 00;26493.33
2014-08-12 01;24589.16
2014-08-12 02;23238.0
2014-08-12 03;22560.33
2014-08-12 04;22122.5
2014-08-12 05;22265.83
2014-08-12 06;23555.5
2014-08-12 07;24976.5
2014-08-12 08;26813.0
2014-08-12 09;29113.5
2014-08-12 10;30827.16
2014-08-12 11;31607.0
2014-08-12 12;32434.5
2014-08-12 13;33065.66
2014-08-12 14;32438.83
2014-08-12 15;31638.5
2014-08-12 16;31457.16
2014-08-12 17;31389.66
2014-08-12 18;31211.5
2014-08-12 19;30729.16
2014-08-12 20;30452.5
2014-08-12 21;31497.33
2014-08-12 22;30801.5
2014-08-12 23;28459.5
2014-08-13 00;26547.66
2014-08-13 01;24929.0
2014-08-13 02;23707.5
2014-08-13 03;22963.16
2014-08-13 04;22570.83
2014-08-13 05;22687.33
2014-08-13 06;23834.66
2014-08-13 07;25109.0
2014-08-13 08;26877.83
2014-08-13 09;29075.83
2014-08-13 10;30586.5
2014-08-13 11;31312.16
2014-08-13 12;31892.5
2014-08-13 13;32462.0
2014-08-13 14;31874.0
2014-08-13 15;30883.83
2014-08-13 16;30448.16
2014-08-13 17;30435.0
2014-08-13 18;30096.33
2014-08-13 19;29702.83
2014-08-13 20;29278.16
2014-08-13 21;30324.0
2014-08-13 22;29806.33
2014-08-13 23;27571.0
2014-08-14 00;25969.0
2014-08-14 01;24287.66
2014-08-14 02;22971.16
2014-08-14 03;22316.33
2014-08-14 04;21948.5
2014-08-14 05;22006.33
2014-08-14 06;23049.66
2014-08-14 07;24174.33
2014-08-14 08;25678.33
2014-08-14 09;27632.5
2014-08-14 10;29034.16
2014-08-14 11;29778.5
2014-08-14 12;30245.16
2014-08-14 13;30619.66
2014-08-14 14;30155.33
2014-08-14 15;29218.33
2014-08-14 16;29075.0
2014-08-14 17;29109.5
2014-08-14 18;29061.16
2014-08-14 19;28708.0
2014-08-14 20;28479.5
2014-08-14 21;29662.83
2014-08-14 22;29001.0
2014-08-14 23;26815.0
2014-08-15 00;25193.16
2014-08-15 01;23615.33
2014-08-15 02;22325.83
2014-08-15 03;21623.5
2014-08-15 04;21169.83
2014-08-15 05;20841.66
2014-08-15 06;20931.83
2014-08-15 07;20801.33
2014-08-15 08;21116.5
2014-08-15 09;22637.16
2014-08-15 10;24199.16
2014-08-15 11;24967.16
2014-08-15 12;25469.83
2014-08-15 13;25949.66
2014-08-15 14;26171.5
2014-08-15 15;25566.0
2014-08-15 16;24931.83
2014-08-15 17;24718.16
2014-08-15 18;24671.16
2014-08-15 19;24879.16
2014-08-15 20;25346.66
2014-08-15 21;27040.5
2014-08-15 22;27263.83
2014-08-15 23;25703.5
2014-08-16 00;24457.83
2014-08-16 01;22955.5
2014-08-16 02;21743.5
2014-08-16 03;21057.33
2014-08-16 04;20689.0
2014-08-16 05;20432.5
2014-08-16 06;20810.66
2014-08-16 07;20969.66
2014-08-16 08;21485.83
2014-08-16 09;23586.66
2014-08-16 10;25228.83
2014-08-16 11;25965.33
2014-08-16 12;26280.0
2014-08-16 13;26759.83
2014-08-16 14;26669.33
2014-08-16 15;25922.16
2014-08-16 16;25287.16
2014-08-16 17;25054.5
2014-08-16 18;25119.33
2014-08-16 19;25190.66
2014-08-16 20;25473.5
2014-08-16 21;27196.5
2014-08-16 22;26939.0
2014-08-16 23;25179.16
2014-08-17 00;23746.16
2014-08-17 01;22322.33
2014-08-17 02;21119.5
2014-08-17 03;20440.83
2014-08-17 04;19953.66
2014-08-17 05;19698.5
2014-08-17 06;19878.33
2014-08-17 07;19532.66
2014-08-17 08;19629.16
2014-08-17 09;20938.33
2014-08-17 10;22388.0
2014-08-17 11;23414.5
2014-08-17 12;23955.66
2014-08-17 13;24620.5
2014-08-17 14;24813.33
2014-08-17 15;24268.0
2014-08-17 16;23716.83
2014-08-17 17;23539.33
2014-08-17 18;23681.0
2014-08-17 19;23813.83
2014-08-17 20;24399.16
2014-08-17 21;26798.66
2014-08-17 22;27214.16
2014-08-17 23;25566.5
2014-08-18 00;23965.83
2014-08-18 01;22304.33
2014-08-18 02;21139.83
2014-08-18 03;20649.83
2014-08-18 04;20433.83
2014-08-18 05;20790.83
2014-08-18 06;22352.16
2014-08-18 07;23978.83
2014-08-18 08;25841.33
2014-08-18 09;28034.16
2014-08-18 10;29642.33
2014-08-18 11;30691.66
2014-08-18 12;31368.66
2014-08-18 13;32206.16
2014-08-18 14;31630.83
2014-08-18 15;30646.33
2014-08-18 16;30407.83
2014-08-18 17;30481.0
2014-08-18 18;30208.66
2014-08-18 19;29974.66
2014-08-18 20;29749.33
2014-08-18 21;31156.16
2014-08-18 22;29917.16
2014-08-18 23;27560.5
2014-08-19 00;25817.0
2014-08-19 01;24129.16
2014-08-19 02;22926.33
2014-08-19 03;22217.66
2014-08-19 04;21947.16
2014-08-19 05;22039.83
2014-08-19 06;23310.16
2014-08-19 07;24750.33
2014-08-19 08;26187.83
2014-08-19 09;28384.16
2014-08-19 10;29988.66
2014-08-19 11;30904.16
2014-08-19 12;31610.16
2014-08-19 13;32198.16
2014-08-19 14;31729.83
2014-08-19 15;30613.66
2014-08-19 16;30322.83
2014-08-19 17;30108.33
2014-08-19 18;29915.83
2014-08-19 19;29488.16
2014-08-19 20;29302.16
2014-08-19 21;30839.16
2014-08-19 22;29957.5
2014-08-19 23;27404.66
2014-08-20 00;25817.16
2014-08-20 01;24091.16
2014-08-20 02;22826.5
2014-08-20 03;22334.16
2014-08-20 04;22098.5
2014-08-20 05;22207.5
2014-08-20 06;23265.0
2014-08-20 07;24879.5
2014-08-20 08;26341.33
2014-08-20 09;28608.83
2014-08-20 10;30205.83
2014-08-20 11;30741.33
2014-08-20 12;31477.0
2014-08-20 13;31984.5
2014-08-20 14;31291.66
2014-08-20 15;30101.33
2014-08-20 16;29854.5
2014-08-20 17;29881.0
2014-08-20 18;29814.16
2014-08-20 19;29398.5
2014-08-20 20;29184.83
2014-08-20 21;30690.33
2014-08-20 22;29663.83
2014-08-20 23;27275.33
2014-08-21 00;25576.33
2014-08-21 01;23991.0
2014-08-21 02;22855.33
2014-08-21 03;22258.83
2014-08-21 04;22064.33
2014-08-21 05;22128.16
2014-08-21 06;23393.66
2014-08-21 07;24923.66
2014-08-21 08;26268.83
2014-08-21 09;28362.83
2014-08-21 10;29944.0
2014-08-21 11;30733.5
2014-08-21 12;31271.16
2014-08-21 13;31808.66
2014-08-21 14;31069.0
2014-08-21 15;30051.83
2014-08-21 16;29632.0
2014-08-21 17;29892.16
2014-08-21 18;29805.5
2014-08-21 19;29457.16
2014-08-21 20;29208.0
2014-08-21 21;31096.83
2014-08-21 22;29929.16
2014-08-21 23;27516.5
2014-08-22 00;25792.5
2014-08-22 01;23963.33
2014-08-22 02;22818.5
2014-08-22 03;22222.83
2014-08-22 04;21973.66
2014-08-22 05;22028.83
2014-08-22 06;23370.5
2014-08-22 07;24946.83
2014-08-22 08;26347.5
2014-08-22 09;28372.33
2014-08-22 10;29832.33
2014-08-22 11;30515.5
2014-08-22 12;31054.83
2014-08-22 13;31369.83
2014-08-22 14;30585.33
2014-08-22 15;29297.0
2014-08-22 16;28969.66
2014-08-22 17;29065.66
2014-08-22 18;28835.16
2014-08-22 19;28728.5
2014-08-22 20;28729.5
2014-08-22 21;30294.5
2014-08-22 22;29122.16
2014-08-22 23;26993.83
2014-08-23 00;25469.5
2014-08-23 01;23873.66
2014-08-23 02;22562.83
2014-08-23 03;21707.16
2014-08-23 04;21363.33
2014-08-23 05;21183.5
2014-08-23 06;21453.16
2014-08-23 07;21485.16
2014-08-23 08;22312.16
2014-08-23 09;24242.0
2014-08-23 10;25926.0
2014-08-23 11;26782.0
2014-08-23 12;27207.33
2014-08-23 13;27682.33
2014-08-23 14;27397.66
2014-08-23 15;26526.33
2014-08-23 16;25709.83
2014-08-23 17;25518.0
2014-08-23 18;25596.0
2014-08-23 19;25660.16
2014-08-23 20;26032.66
2014-08-23 21;28208.0
2014-08-23 22;27358.5
2014-08-23 23;25519.83
2014-08-24 00;24066.83
2014-08-24 01;22512.66
2014-08-24 02;21354.5
2014-08-24 03;20647.16
2014-08-24 04;20171.83
2014-08-24 05;19998.0
2014-08-24 06;20075.5
2014-08-24 07;19775.5
2014-08-24 08;19861.83
2014-08-24 09;21339.66
2014-08-24 10;23020.83
2014-08-24 11;23886.0
2014-08-24 12;24556.66
2014-08-24 13;25139.5
2014-08-24 14;25340.83
2014-08-24 15;24788.0
2014-08-24 16;24255.0
2014-08-24 17;23887.16
2014-08-24 18;23945.66
2014-08-24 19;24234.16
2014-08-24 20;24869.0
2014-08-24 21;27465.0
2014-08-24 22;27724.5
2014-08-24 23;26104.33
2014-08-25 00;24430.16
2014-08-25 01;22814.5
2014-08-25 02;21704.0
2014-08-25 03;21201.16
2014-08-25 04;20992.66
2014-08-25 05;21532.66
2014-08-25 06;23461.83
2014-08-25 07;25460.66
2014-08-25 08;27609.33
2014-08-25 09;29941.83
2014-08-25 10;31363.16
2014-08-25 11;32205.5
2014-08-25 12;33110.33
2014-08-25 13;33809.5
2014-08-25 14;33145.33
2014-08-25 15;32160.16
2014-08-25 16;31982.83
2014-08-25 17;32070.0
2014-08-25 18;31911.66
2014-08-25 19;31525.83
2014-08-25 20;31316.0
2014-08-25 21;32842.16
2014-08-25 22;31443.0
2014-08-25 23;29002.83
2014-08-26 00;27107.83
2014-08-26 01;25263.0
2014-08-26 02;24149.66
2014-08-26 03;23440.5
2014-08-26 04;23016.16
2014-08-26 05;23321.66
2014-08-26 06;24886.5
2014-08-26 07;26794.33
2014-08-26 08;28447.0
2014-08-26 09;30841.16
2014-08-26 10;32678.33
2014-08-26 11;33821.0
2014-08-26 12;34816.66
2014-08-26 13;35533.66
2014-08-26 14;34971.0
2014-08-26 15;33928.66
2014-08-26 16;33962.0
2014-08-26 17;33951.0
2014-08-26 18;33789.16
2014-08-26 19;33109.83
2014-08-26 20;32641.83
2014-08-26 21;34245.66
2014-08-26 22;32292.0
2014-08-26 23;29803.66
2014-08-27 00;27777.0
2014-08-27 01;25975.16
2014-08-27 02;24566.5
2014-08-27 03;24045.66
2014-08-27 04;23719.66
2014-08-27 05;23750.16
2014-08-27 06;25124.16
2014-08-27 07;27099.5
2014-08-27 08;28887.5
2014-08-27 09;31584.16
2014-08-27 10;33441.16
2014-08-27 11;34557.83
2014-08-27 12;35635.16
2014-08-27 13;36264.83
2014-08-27 14;35614.33
2014-08-27 15;34731.5
2014-08-27 16;34549.0
2014-08-27 17;34492.83
2014-08-27 18;34065.83
2014-08-27 19;33415.0
2014-08-27 20;33001.33
2014-08-27 21;34439.33
2014-08-27 22;32795.5
2014-08-27 23;30217.33
2014-08-28 00;28361.33
2014-08-28 01;26398.16
2014-08-28 02;24883.0
2014-08-28 03;24250.5
2014-08-28 04;23882.5
2014-08-28 05;23868.5
2014-08-28 06;25267.33
2014-08-28 07;27208.0
2014-08-28 08;29136.0
2014-08-28 09;31380.83
2014-08-28 10;33371.83
2014-08-28 11;34598.0
2014-08-28 12;35610.0
2014-08-28 13;36191.66
2014-08-28 14;35594.33
2014-08-28 15;34786.0
2014-08-28 16;34451.66
2014-08-28 17;34486.0
2014-08-28 18;34079.0
2014-08-28 19;33254.0
2014-08-28 20;32791.33
2014-08-28 21;34354.5
2014-08-28 22;32398.5
2014-08-28 23;30055.5
2014-08-29 00;28009.16
2014-08-29 01;26243.33
2014-08-29 02;25014.66
2014-08-29 03;24243.0
2014-08-29 04;23971.5
2014-08-29 05;24020.16
2014-08-29 06;25444.83
2014-08-29 07;27501.5
2014-08-29 08;29158.83
2014-08-29 09;31734.83
2014-08-29 10;33297.83
2014-08-29 11;34220.16
2014-08-29 12;35044.0
2014-08-29 13;35626.83
2014-08-29 14;34826.5
2014-08-29 15;33865.33
2014-08-29 16;33456.33
2014-08-29 17;33330.83
2014-08-29 18;32902.33
2014-08-29 19;32358.16
2014-08-29 20;32085.0
2014-08-29 21;33384.83
2014-08-29 22;31486.16
2014-08-29 23;29169.5
2014-08-30 00;27412.66
2014-08-30 01;25879.66
2014-08-30 02;24519.5
2014-08-30 03;23573.83
2014-08-30 04;23157.5
2014-08-30 05;22815.0
2014-08-30 06;22967.83
2014-08-30 07;23355.66
2014-08-30 08;23959.5
2014-08-30 09;26178.16
2014-08-30 10;28171.66
2014-08-30 11;29145.16
2014-08-30 12;29626.16
2014-08-30 13;30237.16
2014-08-30 14;30134.66
2014-08-30 15;29321.0
2014-08-30 16;28603.66
2014-08-30 17;28146.66
2014-08-30 18;28066.16
2014-08-30 19;27901.33
2014-08-30 20;28290.83
2014-08-30 21;30385.5
2014-08-30 22;29094.0
2014-08-30 23;27173.5
2014-08-31 00;25537.83
2014-08-31 01;24009.16
2014-08-31 02;22740.16
2014-08-31 03;21998.16
2014-08-31 04;21481.0
2014-08-31 05;21263.16
2014-08-31 06;21351.66
2014-08-31 07;21269.83
2014-08-31 08;21182.5
2014-08-31 09;22698.0
2014-08-31 10;24240.5
2014-08-31 11;25411.5
2014-08-31 12;26188.83
2014-08-31 13;26886.5
2014-08-31 14;27443.16
2014-08-31 15;26907.33
2014-08-31 16;26484.83
2014-08-31 17;26259.33
2014-08-31 18;26363.16
2014-08-31 19;26407.0
2014-08-31 20;26924.0
2014-08-31 21;29571.16
2014-08-31 22;29330.83
2014-08-31 23;27518.83
2014-09-01 00;25704.83
2014-09-01 01;23975.5
2014-09-01 02;22891.0
2014-09-01 03;22270.5
2014-09-01 04;22056.83
2014-09-01 05;22522.66
2014-09-01 06;24472.16
2014-09-01 07;27039.16
2014-09-01 08;29180.5
2014-09-01 09;31664.0
2014-09-01 10;33371.16
2014-09-01 11;34542.66
2014-09-01 12;35659.83
2014-09-01 13;36415.83
2014-09-01 14;35884.66
2014-09-01 15;35346.0
2014-09-01 16;35338.5
2014-09-01 17;35493.66
2014-09-01 18;34882.5
2014-09-01 19;33874.0
2014-09-01 20;33289.66
2014-09-01 21;34703.0
2014-09-01 22;32786.5
2014-09-01 23;30167.16
2014-09-02 00;28327.0
2014-09-02 01;26451.33
2014-09-02 02;25186.5
2014-09-02 03;24648.83
2014-09-02 04;24147.66
2014-09-02 05;24474.16
2014-09-02 06;25943.33
2014-09-02 07;28443.0
2014-09-02 08;29920.33
2014-09-02 09;32292.33
2014-09-02 10;33994.0
2014-09-02 11;35062.16
2014-09-02 12;36170.16
2014-09-02 13;36891.16
2014-09-02 14;36329.16
2014-09-02 15;35944.5
2014-09-02 16;36030.16
2014-09-02 17;36155.66
2014-09-02 18;35514.0
2014-09-02 19;34406.66
2014-09-02 20;33855.5
2014-09-02 21;35013.0
2014-09-02 22;32772.0
2014-09-02 23;30089.5
2014-09-03 00;28316.66
2014-09-03 01;26698.66
2014-09-03 02;25371.66
2014-09-03 03;24819.66
2014-09-03 04;24646.83
2014-09-03 05;24843.16
2014-09-03 06;26321.16
2014-09-03 07;28872.5
2014-09-03 08;30477.66
2014-09-03 09;32785.16
2014-09-03 10;34283.33
2014-09-03 11;35290.33
2014-09-03 12;36272.16
2014-09-03 13;36769.16
2014-09-03 14;36149.16
2014-09-03 15;35515.33
2014-09-03 16;35511.16
2014-09-03 17;35609.66
2014-09-03 18;34972.33
2014-09-03 19;33932.66
2014-09-03 20;33424.83
2014-09-03 21;34750.33
2014-09-03 22;32430.66
2014-09-03 23;29866.33
2014-09-04 00;28173.16
2014-09-04 01;26557.66
2014-09-04 02;25349.5
2014-09-04 03;24869.5
2014-09-04 04;24506.83
2014-09-04 05;24701.33
2014-09-04 06;26305.16
2014-09-04 07;28765.83
2014-09-04 08;30393.83
2014-09-04 09;32596.16
2014-09-04 10;33983.33
2014-09-04 11;35068.83
2014-09-04 12;36005.5
2014-09-04 13;36582.5
2014-09-04 14;35743.0
2014-09-04 15;35082.16
2014-09-04 16;35108.33
2014-09-04 17;35147.83
2014-09-04 18;34634.33
2014-09-04 19;33746.33
2014-09-04 20;33501.66
2014-09-04 21;34882.66
2014-09-04 22;32508.66
2014-09-04 23;29769.33
2014-09-05 00;28154.83
2014-09-05 01;26421.0
2014-09-05 02;25410.16
2014-09-05 03;24685.66
2014-09-05 04;24476.83
2014-09-05 05;24631.33
2014-09-05 06;26294.5
2014-09-05 07;28640.16
2014-09-05 08;30229.0
2014-09-05 09;32257.0
2014-09-05 10;33858.5
2014-09-05 11;34878.66
2014-09-05 12;35702.5
2014-09-05 13;36140.16
2014-09-05 14;35412.5
2014-09-05 15;34558.16
2014-09-05 16;34397.0
2014-09-05 17;34309.83
2014-09-05 18;33838.16
2014-09-05 19;33037.33
2014-09-05 20;32745.66
2014-09-05 21;33854.33
2014-09-05 22;31510.83
2014-09-05 23;29309.5
2014-09-06 00;27741.0
2014-09-06 01;26196.83
2014-09-06 02;24827.0
2014-09-06 03;23917.5
2014-09-06 04;23329.33
2014-09-06 05;23077.16
2014-09-06 06;23168.5
2014-09-06 07;23811.66
2014-09-06 08;24404.83
2014-09-06 09;26761.5
2014-09-06 10;28878.66
2014-09-06 11;29830.33
2014-09-06 12;30405.0
2014-09-06 13;30796.33
2014-09-06 14;30583.83
2014-09-06 15;29634.5
2014-09-06 16;28968.33
2014-09-06 17;28751.0
2014-09-06 18;28635.0
2014-09-06 19;28324.83
2014-09-06 20;29062.33
2014-09-06 21;30975.33
2014-09-06 22;29083.33
2014-09-06 23;27354.0
2014-09-07 00;25784.83
2014-09-07 01;24361.16
2014-09-07 02;23058.16
2014-09-07 03;22219.83
2014-09-07 04;21731.5
2014-09-07 05;21521.33
2014-09-07 06;21676.0
2014-09-07 07;21642.16
2014-09-07 08;21522.16
2014-09-07 09;22999.0
2014-09-07 10;24698.0
2014-09-07 11;25971.33
2014-09-07 12;26679.33
2014-09-07 13;27588.66
2014-09-07 14;27850.66
2014-09-07 15;26866.33
2014-09-07 16;26223.66
2014-09-07 17;25902.16
2014-09-07 18;25959.33
2014-09-07 19;26034.66
2014-09-07 20;27078.0
2014-09-07 21;29528.66
2014-09-07 22;28679.5
2014-09-07 23;26770.5
2014-09-08 00;25073.83
2014-09-08 01;23606.16
2014-09-08 02;22537.33
2014-09-08 03;22116.0
2014-09-08 04;21813.83
2014-09-08 05;22234.5
2014-09-08 06;24263.0
2014-09-08 07;26870.0
2014-09-08 08;28556.5
2014-09-08 09;30443.0
2014-09-08 10;31968.33
2014-09-08 11;33051.66
2014-09-08 12;33831.5
2014-09-08 13;34318.66
2014-09-08 14;33703.33
2014-09-08 15;33039.0
2014-09-08 16;32974.83
2014-09-08 17;32921.33
2014-09-08 18;32477.33
2014-09-08 19;31717.0
2014-09-08 20;32071.0
2014-09-08 21;33479.83
